atr0,atr1,atr2,atr3,atr4,atr5,atr6,atr7,atr8,outlier
45,0,86,-1,46,34,40,39,0,0
47,-4,88,0,46,0,41,41,0,0
76,-1,81,0,-40,12,5,122,116,1
58,-2,86,0,60,28,27,26,0,0
46,0,90,-1,46,-1,43,43,0,0
37,0,77,0,26,-21,41,52,10,0
37,0,80,-1,34,-2,43,46,2,0
47,1,75,0,46,0,28,28,0,0
45,-2,83,0,44,-22,38,39,2,0
37,0,76,0,28,-14,40,48,8,0
53,0,84,0,54,1,30,30,0,0
37,1,79,0,34,10,41,45,4,0
43,-1,89,0,42,-5,46,48,2,0
37,0,97,0,26,-24,60,71,12,0
45,0,78,0,44,-3,33,34,2,0
53,1,78,0,52,-28,25,26,2,0
43,-5,86,0,42,-12,43,45,2,0
45,0,88,0,46,30,43,42,0,0
37,0,83,0,30,-1,47,52,6,0
38,0,86,0,38,3,49,48,0,0
41,0,108,0,38,-3,67,69,2,0
56,-1,87,1,56,0,31,30,0,0
47,-4,79,0,46,0,32,32,0,0
37,0,79,0,8,11,42,71,30,0
46,0,77,-1,46,1,31,30,0,0
37,3,79,0,34,0,42,45,4,0
59,0,87,0,60,16,28,28,0,0
47,-2,86,0,46,0,38,39,0,0
44,1,89,0,44,5,45,45,0,0
52,2,85,0,52,0,33,33,0,0
37,0,78,0,-4,12,41,83,42,0
57,0,85,2,56,0,28,28,0,0
37,0,77,0,36,683,39,41,2,0
56,0,82,2,56,11,26,25,0,0
37,0,92,0,12,-2,54,79,24,0
43,0,86,-1,42,0,42,44,2,0
80,0,84,-2,-38,-12,4,123,118,1
37,0,100,0,36,-10,63,64,2,0
37,0,80,0,20,-15,43,59,16,0
62,0,109,0,60,-15,48,50,2,0
45,0,85,1,46,23,40,39,0,0
37,0,74,-5,24,22,37,51,14,0
36,-4,82,0,36,0,46,46,0,0
37,0,79,-1,20,1,43,59,16,0
37,0,76,0,28,-15,39,47,8,0
37,5,75,0,34,2,37,41,4,0
42,-4,76,-2,42,0,34,35,2,0
49,5,85,0,50,2,36,36,0,0
56,0,96,0,54,-19,40,42,2,0
38,2,79,0,38,26,41,40,0,0
37,0,104,0,26,18,67,78,12,0
45,-3,77,0,46,22,31,30,0,0
49,0,79,1,50,5,30,30,0,0
37,0,76,0,36,4,38,39,2,0
46,-3,78,0,46,0,32,32,0,0
50,-5,86,-6,50,0,35,37,2,0
102,0,102,-3,72,24,1,30,30,1
44,-1,87,2,44,0,43,43,0,0
37,0,77,-5,8,0,40,69,28,0
37,0,93,0,30,13,56,62,6,0
37,0,79,0,12,10,43,66,24,0
38,0,104,-1,38,0,66,66,0,0
37,-3,80,0,36,-16,43,44,2,0
37,0,78,0,12,-14,42,65,24,0
37,0,79,-7,26,1,42,54,12,0
37,0,108,-4,34,0,71,74,4,0
46,2,86,0,46,4,40,39,0,0
43,0,81,4,42,0,38,39,2,0
53,-4,108,0,54,0,55,54,0,0
53,-5,87,0,54,4,34,33,0,0
43,0,81,-5,42,-3,37,39,2,0
43,-1,86,0,44,7,43,42,0,0
41,0,81,0,38,-10,40,42,2,0
37,0,77,1,34,0,40,43,2,0
45,-1,83,0,44,-15,37,39,2,0
37,-2,81,-1,38,-7,43,42,0,0
51,0,86,1,50,0,36,37,2,0
49,-2,89,0,50,0,40,40,0,0
37,0,79,0,26,-14,43,54,10,0
47,0,86,0,46,-1,39,40,0,0
37,0,76,0,36,27,40,40,0,0
50,4,81,0,50,0,32,32,0,0
43,-1,89,6,42,0,46,48,2,0
57,3,82,0,56,0,25,25,0,0
45,0,86,0,44,-1,40,42,2,0
37,0,94,0,34,12,57,61,4,0
37,0,84,0,28,15,47,55,8,0
44,0,86,-4,44,0,42,42,0,0
55,-1,79,0,54,0,24,24,0,0
37,0,92,-1,18,4,55,74,20,0
46,5,79,0,46,20,33,32,0,0
42,-4,77,0,42,0,36,36,0,0
51,0,77,0,52,7,26,25,0,0
39,-2,81,0,38,0,43,43,0,0
42,0,90,0,42,0,48,49,0,0
37,0,104,0,18,22,66,86,20,0
44,0,86,0,44,27,42,42,0,0
37,0,97,0,20,0,60,76,16,0
56,0,86,0,56,22,31,30,0,0
37,0,82,0,26,12,45,56,12,0
37,0,99,0,30,6,61,68,6,0
51,3,88,0,52,15,36,36,0,0
104,0,105,-7,72,10,1,33,32,1
44,0,76,3,44,0,31,32,0,0
40,-1,86,0,38,-2,46,48,2,0
41,0,79,-7,38,-30,38,40,2,0
53,0,88,1,54,5,35,34,0,0
37,0,78,0,16,27,41,63,22,0
45,3,93,-4,44,0,48,49,0,0
53,2,86,0,54,18,33,32,0,0
51,0,81,-1,52,1,30,30,0,0
82,0,86,-1,-10,4,3,96,92,1
37,0,95,-5,16,15,58,80,22,0
43,4,75,0,42,0,32,34,2,0
44,0,76,-1,44,-1,31,32,0,0
53,-5,83,0,52,-24,30,32,2,0
53,0,85,0,54,14,32,31,0,0
37,0,78,0,26,-3,42,52,10,0
44,-5,109,0,44,0,66,66,0,0
52,-5,109,1,52,-1,56,57,0,0
43,0,76,8,44,27,32,32,0,0
49,0,96,4,50,0,47,47,0,0
39,0,81,2,38,0,42,42,0,0
45,0,100,0,44,-7,54,56,2,0
73,11,77,7,-40,28,4,118,114,1
37,-4,77,0,38,5,39,38,0,0
51,-5,78,0,52,19,27,26,0,0
44,0,81,7,42,-12,38,40,2,0
51,5,91,0,52,8,40,39,0,0
81,3,84,0,-42,0,3,128,124,1
86,8,89,0,8,11,3,81,78,1
53,0,104,3,54,9,51,49,0,0
41,0,79,-5,38,-7,38,40,2,0
37,0,78,3,26,-2,42,52,10,0
41,-2,76,0,42,0,34,34,0,0
37,0,84,0,24,-26,47,61,14,0
48,0,76,0,46,0,28,30,2,0
57,-5,80,-1,56,0,23,23,0,0
37,0,81,0,28,-24,45,53,8,0
54,0,81,2,54,0,26,26,0,0
107,0,108,0,72,3,1,36,34,1
37,0,77,0,26,-3,41,52,10,0
56,0,87,0,54,-28,31,33,2,0
56,5,81,0,54,-8,25,26,2,0
45,0,86,-4,46,19,40,39,0,0
38,0,109,0,38,8,72,71,0,0
105,0,106,-5,70,0,1,36,34,1
47,3,86,2,46,0,39,40,0,0
37,0,77,0,34,-14,40,43,4,0
37,0,83,5,36,-8,45,46,2,0
37,0,77,5,36,2,40,41,0,0
55,1,80,-4,54,0,25,26,2,0
51,1,91,0,52,12,40,39,0,0
53,-2,79,0,52,-10,26,27,2,0
46,0,76,2,46,8,30,30,0,0
37,0,77,0,34,0,40,44,4,0
43,-5,76,0,42,0,33,35,2,0
37,4,94,0,10,26,57,84,28,0
45,0,84,0,46,13,38,37,0,0
47,1,86,-1,46,-2,39,39,0,0
37,0,81,4,30,0,44,50,6,0
37,0,78,-4,6,0,41,73,32,0
37,0,76,2,36,0,39,40,0,0
49,0,82,0,50,19,33,33,0,0
55,0,108,1,54,-1,53,54,2,0
37,0,79,-3,30,0,42,48,6,0
46,-5,83,0,46,0,36,36,0,0
37,-3,100,0,34,0,64,67,2,0
37,0,81,0,36,-14,43,44,2,0
37,0,79,-4,6,0,42,74,32,0
56,0,86,0,56,18,30,29,0,0
45,1,76,0,44,0,32,32,0,0
37,0,76,0,34,-16,39,43,4,0
37,0,79,3,-2,0,42,82,40,0
37,0,80,0,30,3,43,49,6,0
50,0,87,3,50,0,37,38,2,0
51,3,87,-1,50,-18,36,38,2,0
56,0,96,1,56,3,40,39,0,0
37,0,77,2,38,31,39,38,0,0
44,-1,82,0,42,-17,38,41,2,0
45,0,80,0,46,4,35,34,0,0
54,-5,81,5,54,0,27,27,0,0
37,1,75,0,18,-2,38,57,18,0
41,0,77,0,42,2,36,36,0,0
46,0,82,-5,46,0,36,35,0,0
82,0,86,8,-12,0,4,99,94,1
42,0,88,1,42,0,46,47,0,0
38,3,77,0,38,13,39,38,0,0
41,1,84,0,42,4,43,43,0,0
42,0,81,0,42,7,39,40,0,0
105,-4,107,-7,70,0,2,37,36,1
37,0,77,8,-14,0,41,93,52,0
81,0,84,0,-22,-20,4,108,104,1
104,1,106,2,70,-30,1,36,34,1
44,0,87,-6,44,0,43,43,0,0
37,0,95,4,8,-1,58,87,30,0
37,0,105,0,34,1,68,71,4,0
55,4,81,0,54,0,26,27,0,0
37,0,81,0,36,7,43,44,2,0
53,0,77,3,54,18,25,23,0,0
39,3,83,0,38,0,44,44,0,0
49,-4,101,1,50,9,52,52,0,0
37,0,77,1,28,0,41,49,8,0
37,-2,78,0,10,0,42,68,26,0
39,0,81,-1,38,0,42,42,0,0
38,0,106,0,36,-10,68,69,2,0
37,0,77,-6,26,12,40,51,10,0
44,0,75,0,44,9,31,31,0,0
37,0,92,-1,12,0,54,79,24,0
57,0,91,0,56,0,34,34,0,0
37,0,75,0,26,15,38,49,12,0
49,3,82,0,46,-6,33,35,2,0
37,0,76,1,34,18,39,43,4,0
105,4,106,0,70,0,1,36,34,1
55,-1,80,0,54,-4,25,26,2,0
49,4,89,7,50,1,40,40,0,0
37,0,80,0,20,1,43,59,16,0
46,0,88,2,44,-27,43,44,2,0
41,1,80,0,42,8,39,39,0,0
59,2,84,0,56,-30,25,27,2,0
44,-2,76,0,44,0,32,32,0,0
43,-4,86,0,44,6,42,42,0,0
49,0,81,0,46,-28,32,34,2,0
38,-5,79,-5,38,0,41,40,0,0
37,0,78,0,18,2,42,60,18,0
38,4,105,0,36,-6,67,69,2,0
37,0,82,0,36,-17,45,46,2,0
49,0,88,0,46,-11,39,41,2,0
37,0,75,0,30,-25,38,44,6,0
44,5,88,0,44,26,44,44,0,0
51,0,83,0,50,-8,32,33,2,0
42,0,83,3,42,0,41,41,0,0
37,0,92,-5,12,1,55,79,24,0
49,0,88,-4,50,15,40,39,0,0
85,-9,89,0,8,0,4,81,78,1
51,-1,82,0,50,-16,31,33,2,0
41,0,87,0,38,-12,46,48,2,0
44,0,86,0,42,-16,43,45,2,0
51,0,88,0,52,31,37,37,0,0
78,1,82,4,-42,0,4,126,122,1
79,0,83,0,-28,0,4,112,108,1
43,-2,87,0,42,-22,44,46,2,0
41,3,76,0,42,9,35,35,0,0
45,0,85,0,44,3619,41,41,0,0
37,0,105,1,34,26,68,71,4,0
37,0,77,0,30,-26,41,46,6,0
37,0,104,-3,34,0,67,71,4,0
85,1,88,0,0,0,3,88,84,1
37,0,80,0,-2,-9,43,83,40,0
50,0,107,6,50,0,57,58,0,0
42,-4,77,2,42,0,35,35,0,0
38,1,83,0,38,6,45,44,0,0
53,-4,82,0,54,12,29,28,0,0
37,0,77,0,20,-8,40,56,16,0
45,0,83,0,44,-15,37,39,2,0
37,0,75,0,18,-3,38,57,18,0
56,1,86,0,56,10,30,29,0,0
47,-3,83,0,46,0,36,36,0,0
56,1,86,0,56,15,31,30,0,0
51,0,79,0,50,-12,27,30,2,0
54,0,81,6,54,0,27,27,0,0
49,2,85,0,50,2,36,36,0,0
41,-2,80,0,42,19,39,39,0,0
47,3,87,-4,46,0,40,41,0,0
37,0,76,0,28,10,40,48,8,0
82,0,86,0,-12,-3,3,99,96,1
46,0,81,0,46,0,35,35,0,0
58,0,82,-1,56,0,24,25,0,0
56,0,85,0,54,-16,29,31,2,0
45,0,88,0,46,23,42,41,0,0
50,0,86,-1,50,0,36,37,0,0
45,2,106,0,46,22,61,60,0,0
37,0,76,0,28,20,39,47,8,0
59,0,108,0,56,-17,49,51,2,0
44,-5,80,0,44,0,36,36,0,0
37,-5,77,2,36,-27,40,41,2,0
39,0,78,2,38,0,39,39,0,0
47,0,109,5,46,0,61,62,0,0
37,0,82,0,38,12,45,43,0,0
49,0,86,0,46,-1,37,39,2,0
45,0,84,0,44,-2,40,41,2,0
76,-1,80,0,-40,0,4,121,116,1
46,2,83,0,46,0,37,37,0,0
37,0,103,0,34,9,66,69,4,0
37,0,79,0,36,11,43,43,0,0
50,3,83,0,50,0,32,33,2,0
37,0,79,0,30,1,43,48,6,0
45,-1,82,0,44,-18,37,38,2,0
45,1,76,0,46,30,31,30,0,0
44,0,84,0,42,-21,40,43,2,0
37,0,79,-2,28,0,43,51,8,0
37,0,78,-1,28,-13,41,50,8,0
45,0,82,-47,44,0,37,38,0,0
37,-5,76,0,36,-1,39,40,0,0
46,3,81,0,46,5,35,34,0,0
41,5,79,0,42,14,38,37,0,0
37,0,105,-6,18,6,68,87,18,0
49,1,102,0,50,0,53,53,0,0
46,0,76,1,46,6,30,29,0,0
45,0,79,-2,46,25,33,32,0,0
40,5,76,0,38,0,36,37,2,0
37,0,77,0,36,6,39,41,2,0
43,0,85,3,44,9,42,41,0,0
81,1,85,0,-12,0,4,98,94,1
41,1,108,0,42,6,66,66,0,0
37,-4,76,0,38,7,39,37,0,0
53,-2,83,0,54,0,30,29,0,0
37,0,78,-7,0,0,42,78,36,0
43,0,83,4,42,0,40,42,2,0
49,0,84,0,50,8,36,35,0,0
37,0,80,0,6,-15,43,75,32,0
51,0,80,0,50,-16,29,31,2,0
104,0,105,0,70,-25,1,35,34,1
41,3,79,0,42,31,38,37,0,0
46,0,76,0,44,-16,30,32,2,0
37,0,76,0,30,26,39,45,6,0
79,-5,84,0,-40,1,4,125,120,1
37,0,83,0,38,19,45,44,0,0
82,0,85,-1,-10,0,3,95,92,1
41,-1,79,0,38,-14,39,41,2,0
49,2,106,0,46,-6,58,60,2,0
55,0,81,0,54,0,25,26,2,0
46,4,79,0,46,9,33,32,0,0
37,0,97,-2,26,-1,60,71,12,0
37,0,81,0,38,16,43,42,0,0
48,0,86,-5,46,0,38,39,2,0
78,5,81,0,-42,0,4,125,122,1
45,-1,82,3,44,-6,37,38,2,0
37,0,77,0,36,-21,39,41,2,0
44,0,84,0,42,-23,40,43,2,0
82,-1,86,0,-10,0,4,96,92,1
37,0,100,0,36,-3,63,64,2,0
49,2,106,0,50,3,56,57,0,0
42,0,83,4,42,0,41,42,2,0
81,0,84,0,-18,12,4,103,98,1
43,-1,83,0,42,0,40,41,2,0
46,4,76,0,44,-27,30,32,2,0
37,0,79,0,8,16,42,71,28,0
37,0,83,0,36,-7,45,46,2,0
45,-4,108,0,44,0,63,64,0,0
69,-28,107,0,60,-8,38,47,10,1
49,1,82,0,50,6,33,33,0,0
56,0,97,0,54,13,41,43,2,0
37,-3,81,0,36,-3,44,44,0,0
49,1,85,0,46,-14,36,39,2,0
57,-4,80,0,56,0,23,23,0,0
41,3,77,0,42,14,36,35,0,0
103,-5,104,-1,72,15,1,32,30,1
37,0,82,0,12,18,45,69,24,0
104,2,105,0,72,3,1,33,32,1
56,2,95,0,56,9,39,39,0,0
52,0,82,0,52,-1,29,30,0,0
56,0,95,0,56,3,40,39,0,0
43,-5,87,0,42,-17,44,46,2,0
45,0,88,-3,44,0,43,44,2,0
83,0,86,0,-4,16,3,92,88,1
51,0,88,-5,52,10,37,37,0,0
37,0,79,0,18,0,43,61,18,0
37,0,80,0,36,14,43,44,2,0
50,1,88,0,50,0,39,39,0,0
46,5,79,0,44,-15,33,35,2,0
38,0,109,0,36,-24,72,73,2,0
44,0,89,-2,44,0,45,45,0,0
53,0,80,0,54,17,27,26,0,0
53,0,88,1,52,-30,35,37,2,0
37,0,79,0,36,19,41,43,2,0
46,0,88,2,46,4,42,41,0,0
41,0,100,0,42,8,59,59,0,0
48,-2,77,0,50,27,28,28,0,0
39,0,79,2,38,0,41,41,0,0
46,-3,107,0,46,0,61,60,0,0
43,0,85,-1,42,-3,42,44,2,0
37,0,76,2,26,-20,40,50,10,0
49,0,108,8,46,-5,59,61,2,0
45,-2,81,0,46,13,35,34,0,0
46,-1,87,3,46,0,41,41,0,0
37,-2,108,-3,26,0,71,82,12,0
42,-3,85,-1,42,0,43,44,0,0
56,-4,81,0,56,2,25,24,0,0
45,1,86,5,44,0,41,42,2,0
37,0,77,0,26,-5,40,51,10,0
54,-2,108,0,54,0,54,53,0,0
46,1,87,0,46,1,41,41,0,0
41,-2,100,0,42,10,59,59,0,0
43,0,83,2,42,-6,39,41,2,0
104,0,105,0,72,7,1,33,32,1
37,0,77,0,-22,-14,41,101,60,0
39,14,77,0,28,0,38,48,10,0
83,0,86,0,-4,19,3,92,88,1
58,4,86,0,56,0,28,29,0,0
45,-3,76,0,44,0,32,32,0,0
60,0,108,-3,60,0,49,49,0,0
80,-2,84,0,-24,0,4,110,106,1
41,2,86,0,42,7,45,45,0,0
37,0,76,6,26,27,39,50,12,0
37,0,75,-4,30,0,38,44,6,0
53,0,84,0,52,-29,31,32,2,0
51,0,88,0,52,3,36,36,0,0
37,0,77,0,20,31,40,56,16,0
48,0,81,2,46,0,33,35,2,0
49,-1,96,0,50,0,47,47,0,0
41,0,97,0,38,-29,55,58,2,0
41,0,79,0,42,21,39,38,0,0
37,4,80,0,30,-3,43,49,6,0
46,1,108,3,46,3,62,61,0,0
37,-3,81,0,36,-24,44,45,2,0
37,0,77,-1,30,8,40,46,6,0
37,0,95,1,8,-1,58,87,30,0
48,0,86,0,46,-7,38,40,2,0
53,-2,88,0,54,3,34,33,0,0
37,0,79,0,8,-4,42,71,28,0
37,4,79,0,0,0,41,79,38,0
37,0,97,-2,28,0,60,69,8,0
52,0,79,1,52,0,27,27,0,0
79,-1,84,11,-6,1530,5,92,88,1
56,0,107,-4,54,-16,51,53,2,0
53,5,79,0,52,-15,26,27,2,0
40,2,77,-3,38,0,38,39,2,0
101,-3,102,0,70,-4,1,33,32,1
46,2,84,-4,44,-25,39,41,2,0
51,-1,79,0,52,11,27,27,0,0
85,-3,89,0,6,31,4,84,80,1
41,0,79,0,42,6,38,38,0,0
45,0,87,0,46,16,42,41,0,0
43,-2,89,0,42,-13,46,48,2,0
43,-3,79,0,42,0,37,38,2,0
82,0,86,1,-2,7,4,88,84,1
37,0,77,0,28,7,41,49,8,0
41,0,108,-7,38,-19,66,69,2,0
49,0,88,-1,50,2,39,39,0,0
47,-1,84,0,46,0,37,37,0,0
51,0,86,0,52,14,36,35,0,0
37,0,77,0,26,-16,41,52,10,0
45,-4,77,0,46,10,32,31,0,0
37,0,79,0,0,-7,42,79,36,0
43,0,81,5,42,0,37,39,2,0
37,0,102,-1,36,0,64,66,2,0
37,0,76,-5,30,14,39,45,6,0
41,5,79,0,42,15,38,38,0,0
41,3,86,0,38,-19,45,48,2,0
77,5,81,0,-40,0,4,123,118,1
46,0,79,0,46,18,33,32,0,0
53,-2,79,0,54,0,25,24,0,0
48,-1,81,0,46,0,33,34,2,0
48,-1,80,0,46,0,32,34,2,0
37,0,77,5,34,-2,41,44,2,0
37,0,76,-1,34,0,39,42,2,0
46,0,78,0,44,-18,32,34,2,0
50,-1,101,-2,50,0,51,52,0,0
48,0,109,-7,46,0,61,63,2,0
50,1,87,-4,50,0,37,38,2,0
37,0,80,-6,36,-16,43,44,2,0
37,0,76,0,26,30,39,50,10,0
54,0,83,-6,54,0,29,29,0,0
81,0,84,0,-18,-6,3,103,100,1
42,0,79,6,42,0,37,38,2,0
37,0,80,0,8,9,43,72,30,0
37,0,104,2,18,0,67,86,20,0
37,0,79,0,28,4,42,51,8,0
37,0,80,0,26,5,43,54,12,0
56,0,86,0,56,11,31,30,0,0
45,0,76,0,46,22,31,30,0,0
37,0,78,-3,20,0,42,57,16,0
52,0,85,0,54,22,33,31,0,0
41,0,81,-1,42,0,40,40,0,0
55,0,108,3,54,-3,53,54,2,0
56,0,86,0,56,3,30,29,0,0
37,0,81,0,30,6,45,50,6,0
46,0,85,-2,46,-2,39,39,0,0
37,0,76,0,16,9,39,61,22,0
80,2,84,-2,-36,3,4,121,116,1
38,-4,110,0,38,0,72,71,0,0
44,4,95,0,44,18,52,51,0,0
37,0,76,-3,36,15,38,39,2,0
46,5,83,0,46,9,37,37,0,0
37,-2,100,0,36,0,64,64,0,0
37,0,79,0,16,-19,43,64,22,0
102,0,102,-3,70,-1,1,33,32,1
41,0,86,0,38,-28,45,48,2,0
37,0,78,0,20,24,42,57,16,0
45,4,88,0,44,0,43,44,0,0
37,0,79,-1,12,-4,42,66,24,0
83,0,86,-1,-4,3,3,92,88,1
37,0,82,8,36,0,45,46,0,0
49,-2,84,0,46,-25,36,38,2,0
44,2,86,1,44,1,42,42,0,0
45,0,87,7,46,18,42,41,0,0
43,4,96,0,42,0,53,55,2,0
37,0,77,5,36,0,40,41,0,0
39,3,78,0,38,0,39,39,0,0
44,0,84,0,42,-28,41,43,2,0
37,0,75,0,38,19,37,36,0,0
37,0,103,0,26,7,66,77,12,0
51,-1,81,0,50,-9,30,32,2,0
52,0,86,4,52,0,33,34,0,0
45,-1,79,0,44,0,35,35,0,0
77,3,81,0,-40,0,4,123,118,1
55,5,86,0,54,0,30,32,2,0
44,0,76,0,42,-15,32,35,2,0
43,0,86,-5,42,-13,42,44,2,0
45,0,86,-1,44,-15,41,42,2,0
53,0,81,0,54,4,28,26,0,0
107,0,109,4,72,1,2,36,34,1
56,0,92,0,54,13,36,38,2,0
46,1,79,0,46,6,33,32,0,0
49,-1,81,0,46,-4,33,35,2,0
48,0,81,-1,46,0,33,35,2,0
49,0,83,-4,50,0,33,33,0,0
51,0,84,0,50,-18,33,35,2,0
41,-5,76,0,42,14,35,35,0,0
51,0,86,0,52,9,35,35,0,0
37,0,76,-5,26,3,39,50,12,0
42,0,81,8,42,0,39,39,0,0
49,0,85,-1,50,6,36,36,0,0
37,0,103,0,18,-15,66,85,18,0
44,1,81,0,42,-16,38,40,2,0
37,0,79,0,10,-10,43,69,26,0
37,0,77,-1,-10,7,40,87,46,0
40,-5,81,2,38,0,41,42,2,0
59,-3,84,0,56,-16,25,27,2,0
37,0,77,0,12,6,40,64,24,0
46,0,87,0,44,-21,41,43,2,0
37,0,75,-1,26,0,38,49,10,0
37,0,76,0,24,-27,40,53,14,0
37,5,80,0,24,0,43,57,14,0
51,1,84,0,52,10,33,33,0,0
45,2,81,-1,44,-1,36,37,2,0
53,0,91,0,54,0,38,37,0,0
44,-4,92,-2,44,0,48,48,0,0
38,0,83,0,38,0,45,44,0,0
41,5,83,0,42,9,42,42,0,0
49,0,87,4,50,10,38,38,0,0
46,0,88,0,44,-20,43,44,2,0
41,2,81,0,42,4,39,39,0,0
37,0,90,0,38,31,52,51,0,0
50,3,87,-3,50,0,37,38,2,0
37,0,77,0,16,-9,40,61,22,0
37,0,77,0,6,8,40,72,32,0
37,-2,106,-5,30,839,69,75,6,0
51,0,86,-2,50,-5,36,37,2,0
79,0,83,0,-46,-15,4,130,126,1
82,0,86,0,-12,-22,3,99,96,1
108,1,109,1,72,8,1,36,36,1
45,-3,106,-5,44,0,61,62,2,0
37,1,97,0,36,0,60,61,0,0
49,3,88,0,50,4,39,39,0,0
41,0,86,5,42,13,46,45,0,0
37,0,76,0,26,-10,39,50,12,0
80,-3,84,-8,-40,3,4,125,122,1
41,0,86,0,38,-10,45,47,2,0
43,0,87,0,44,24,44,43,0,0
37,0,76,5,30,-12,40,45,6,0
47,3,78,-1,46,0,31,32,0,0
41,-3,84,0,42,10,44,43,0,0
45,0,81,0,46,20,35,34,0,0
37,0,76,0,36,19,39,39,0,0
48,3,86,0,46,0,39,40,2,0
41,-1,97,0,42,27,57,56,0,0
41,0,89,3,42,30,48,48,0,0
37,0,80,0,34,-10,43,46,2,0
82,-1,86,0,-6,0,3,94,90,1
53,0,83,0,54,2,30,29,0,0
37,0,90,0,34,5,53,57,4,0
58,0,108,0,56,0,50,51,2,0
43,0,86,-1,44,31,42,42,0,0
41,0,76,0,42,25,35,34,0,0
37,0,103,0,24,6,66,80,14,0
37,2,82,8,24,0,45,59,14,0
38,4,83,0,38,6,45,44,0,0
37,-4,77,0,-2,0,40,79,40,0
45,0,87,-1,44,-1,43,43,0,0
54,4,81,0,54,0,26,26,0,0
38,0,82,0,36,-26,44,46,2,0
37,0,77,0,-14,-4,40,92,52,0
81,0,84,0,-18,-16,3,103,100,1
37,0,76,0,20,22,40,55,16,0
44,2,76,0,44,3,31,32,0,0
37,0,75,0,28,27,38,46,8,0
44,0,86,0,42,-18,42,44,2,0
37,0,83,0,6,23,46,77,32,0
55,-1,83,-6,54,-1,28,29,2,0
44,1,76,0,44,11,32,32,0,0
85,2,88,3,-2,0,3,91,88,1
43,-1,76,0,42,-12,32,34,2,0
49,5,81,0,50,28,33,32,0,0
37,0,84,0,26,-8,47,58,12,0
39,-1,78,-3,38,-5,39,39,0,0
53,5,86,0,54,20,33,32,0,0
37,0,86,0,36,0,49,50,2,0
37,0,80,4,34,0,43,46,4,0
47,4,86,0,46,0,40,40,0,0
85,4,88,0,2,-20,3,86,82,1
42,4,76,0,42,0,35,35,0,0
42,1,83,0,42,0,41,42,2,0
55,0,98,0,54,13,42,44,2,0
46,4,106,0,46,9,60,60,0,0
44,0,84,0,44,16,41,41,0,0
41,2,78,0,42,4,37,37,0,0
44,-4,83,0,44,1,39,39,0,0
37,-1,99,-3,28,-6,61,70,8,0
46,0,83,0,46,1,37,36,0,0
41,3,97,0,42,7,55,55,0,0
37,0,84,0,18,0,47,66,18,0
37,0,80,0,30,-13,43,49,6,0
39,-3,80,-6,38,-11,41,41,0,0
47,0,86,-2,46,0,39,39,0,0
37,0,79,0,10,-26,42,69,26,0
37,0,104,0,18,-28,67,86,20,0
37,0,75,1,28,0,38,46,8,0
47,4,90,0,46,0,42,43,0,0
45,-1,88,0,46,19,42,41,0,0
37,0,79,0,10,-14,42,68,26,0
37,0,81,6,12,0,45,68,24,0
37,0,76,-3,24,0,40,53,14,0
47,0,84,-4,46,0,37,37,0,0
49,-1,81,-6,50,-8,32,32,0,0
37,0,79,0,2,-13,42,76,34,0
37,1,79,0,-6,0,42,86,44,0
48,-5,84,0,46,0,36,37,2,0
44,3,76,0,42,-22,32,35,2,0
50,1,79,0,50,0,28,30,2,0
45,0,86,0,44,-27,40,42,2,0
41,0,83,1,38,-13,42,44,2,0
37,0,79,-3,36,0,42,43,0,0
52,0,88,-7,52,0,36,36,0,0
37,0,78,0,6,0,41,73,32,0
81,0,84,0,-14,25,3,100,96,1
41,0,85,0,42,1,44,44,0,0
45,2,86,-2,44,0,41,42,2,0
49,0,79,0,46,-10,30,32,2,0
37,0,95,-3,16,-7,58,80,22,0
42,0,79,2,42,0,37,37,0,0
50,0,87,2,50,0,37,38,0,0
37,0,81,0,28,-4,44,52,8,0
37,0,75,0,34,-17,38,41,2,0
66,-1,109,0,64,-17,43,45,2,0
53,-1,84,0,54,5,31,30,0,0
43,0,83,0,42,-15,40,42,2,0
37,0,75,0,24,-8,38,52,14,0
38,-3,93,3,28,4,55,64,10,0
45,0,88,0,46,26,42,41,0,0
37,0,76,0,30,-8,40,45,6,0
37,-4,106,-7,30,-6,69,75,6,0
37,3,78,0,-6,0,41,86,44,0
50,1,84,0,50,0,34,35,2,0
43,0,75,0,44,11,32,31,0,0
55,-1,83,0,54,-1,27,28,2,0
53,0,83,0,54,5,30,29,0,0
53,-3,81,1,52,-26,28,30,2,0
85,3,88,0,2,1,3,86,82,1
51,0,87,3,50,-14,36,38,2,0
37,-3,77,0,36,0,40,41,0,0
48,0,86,-4,46,0,38,40,2,0
45,0,89,0,46,25,44,42,0,0
49,1,88,0,50,29,39,39,0,0
83,0,86,0,-4,1,3,92,88,1
37,0,107,6,30,16,69,76,6,0
37,0,79,0,20,-12,42,58,16,0
54,-5,81,0,54,0,26,26,0,0
43,0,83,-1,42,-10,40,42,2,0
56,0,78,-6,54,-17,22,24,2,0
41,0,108,0,42,4,67,67,0,0
80,0,84,1,-24,1,4,110,106,1
37,0,77,0,8,-18,40,69,30,0
45,-1,78,0,44,-1,33,34,2,0
44,0,86,0,42,-14,42,44,2,0
102,4,103,3,72,13,1,31,30,1
53,0,81,0,54,2,27,26,0,0
45,2,83,0,44,-6,37,39,2,0
44,0,95,0,44,8,52,51,0,0
49,0,106,0,50,4,57,57,0,0
78,-1,82,0,-46,0,4,128,124,1
