id;gender;age;previously_insured;vehicle_age;vehicle_damage;annual_premium;vintage;response
3402;female;23;yes;1;no;42784;47;not-interested
3403;female;24;yes;1;no;69402;219;not-interested
3404;female;23;yes;1;no;33134;236;not-interested
3405;female;37;no;2;yes;31931;275;interested
3406;female;41;no;2;yes;31743;105;not-interested
3407;female;54;no;2;yes;51172;297;not-interested
3408;male;48;no;2;no;42208;155;not-interested
3409;male;72;no;3;yes;49324;266;not-interested
3410;male;47;no;2;yes;30312;121;not-interested
3411;male;35;yes;2;no;29632;237;not-interested
3412;male;25;no;1;yes;22010;100;not-interested
3413;female;25;no;1;yes;2630;153;not-interested
3414;female;24;yes;1;no;34829;23;not-interested
3415;female;50;no;2;no;30890;139;not-interested
3416;female;26;yes;1;no;32422;268;not-interested
3417;female;32;no;1;yes;31251;168;not-interested
3418;male;24;no;2;yes;25399;130;not-interested
3419;female;50;no;2;yes;2630;199;not-interested
3420;male;75;yes;2;no;2630;279;not-interested
3421;female;49;no;2;yes;2630;260;not-interested
3422;male;41;yes;2;no;38084;129;not-interested
3423;female;22;no;1;yes;24802;196;not-interested
3424;male;50;yes;2;no;42044;204;not-interested
3425;male;45;yes;2;no;39861;280;not-interested
3426;male;36;yes;2;no;31417;129;not-interested
3427;male;47;yes;2;no;41229;68;not-interested
3428;female;53;yes;2;no;48684;68;not-interested
3429;female;44;no;2;yes;23490;38;interested
3430;male;32;no;2;yes;29345;69;not-interested
3431;male;47;no;3;yes;40947;186;not-interested
3432;male;48;no;2;yes;53464;27;not-interested
3433;male;38;no;2;yes;49257;155;not-interested
3434;male;21;yes;1;no;38882;214;not-interested
3435;male;27;yes;1;no;29203;220;not-interested
3436;male;21;no;1;yes;46719;283;not-interested
3437;male;31;no;1;no;2630;23;not-interested
3438;male;36;no;2;no;33051;212;not-interested
3439;female;38;no;2;yes;32015;105;not-interested
3440;male;23;yes;1;no;29713;282;not-interested
3441;male;36;no;2;yes;25063;72;interested
3442;male;30;yes;1;no;16380;149;not-interested
3443;male;51;no;2;no;2630;174;not-interested
3444;female;55;no;2;yes;77474;166;not-interested
3445;female;24;no;1;no;2630;18;not-interested
3446;male;40;no;2;yes;35427;151;not-interested
3447;female;47;no;2;yes;39647;114;not-interested
3448;male;25;no;1;no;25316;186;not-interested
3449;male;24;no;1;yes;44087;167;not-interested
3450;male;25;yes;1;no;30466;286;not-interested
3451;male;36;no;2;no;2630;101;not-interested
3452;female;22;no;1;yes;42661;107;not-interested
3453;male;64;yes;2;no;2630;270;not-interested
3454;female;23;yes;1;no;2630;134;not-interested
3455;female;50;no;2;yes;2630;287;not-interested
3456;female;45;no;2;yes;2630;242;interested
3457;female;21;no;1;yes;35219;112;not-interested
3458;male;51;no;2;yes;25419;107;not-interested
3459;female;61;no;2;no;54583;284;not-interested
3460;female;22;no;1;no;2630;89;not-interested
3461;female;24;no;1;yes;33890;249;not-interested
3462;female;34;yes;2;no;17151;44;not-interested
3463;male;23;yes;1;no;18753;81;not-interested
3464;female;26;yes;1;no;40851;291;not-interested
3465;male;62;yes;2;yes;23070;297;not-interested
3466;female;24;yes;1;no;33258;150;not-interested
3467;male;27;yes;1;no;46383;298;not-interested
3468;male;44;no;2;yes;27169;168;interested
3469;female;27;yes;1;no;75504;128;not-interested
3470;female;26;yes;1;no;27924;265;not-interested
3471;male;68;yes;2;no;43087;139;not-interested
3472;female;48;no;2;yes;35427;187;interested
3473;male;26;yes;1;no;2630;271;not-interested
3474;male;21;no;1;yes;37514;13;not-interested
3475;male;41;yes;2;no;27306;19;not-interested
3476;female;28;yes;1;no;27012;228;not-interested
3477;female;21;yes;1;yes;2630;191;not-interested
3478;female;48;no;2;yes;56024;255;not-interested
3479;male;42;no;2;yes;31895;246;not-interested
3480;male;47;no;2;yes;2630;170;not-interested
3481;male;68;no;2;yes;23662;268;not-interested
3482;male;21;yes;1;no;2630;66;not-interested
3483;male;24;no;1;no;36342;76;not-interested
3484;male;33;no;2;yes;41942;124;not-interested
3485;female;24;yes;1;no;27852;111;not-interested
3486;male;62;no;2;yes;2630;126;interested
3487;male;21;yes;1;no;27513;135;not-interested
3488;female;24;yes;1;no;33910;43;not-interested
3489;male;69;no;2;yes;2630;219;not-interested
3490;male;22;yes;1;no;54563;288;not-interested
3491;female;73;yes;2;no;39678;98;not-interested
3492;male;29;no;1;yes;38588;119;not-interested
3493;female;41;no;2;yes;33973;194;interested
3494;male;20;yes;1;no;28862;283;not-interested
3495;male;57;yes;2;no;25583;140;not-interested
3496;female;62;no;2;yes;29555;80;not-interested
3497;male;26;yes;1;no;21190;294;not-interested
3498;male;55;no;2;yes;51047;186;not-interested
3499;male;57;no;2;yes;48106;135;not-interested
3500;female;20;no;1;yes;43192;73;not-interested
3501;male;44;no;2;yes;32796;261;not-interested
3502;male;21;yes;1;no;36740;63;not-interested
3503;male;80;yes;2;no;27907;293;not-interested
3504;male;66;yes;2;no;38387;210;not-interested
3505;female;22;yes;1;no;19734;92;not-interested
3506;male;73;yes;2;no;36930;203;not-interested
3507;female;42;no;1;yes;31100;294;not-interested
3508;male;69;yes;3;yes;31779;19;not-interested
3509;male;30;yes;1;no;25952;173;not-interested
3510;male;63;no;2;yes;2630;290;not-interested
3511;male;26;yes;1;no;51266;261;not-interested
3512;male;44;no;2;yes;30462;145;not-interested
3513;female;29;yes;1;no;29626;72;not-interested
3514;male;28;yes;1;no;21189;22;not-interested
3515;female;24;yes;1;no;42461;295;not-interested
3516;female;25;yes;1;no;26709;149;not-interested
3517;female;23;yes;1;no;54931;121;not-interested
3518;male;52;yes;2;no;22015;30;not-interested
3519;male;22;yes;1;no;2630;203;not-interested
3520;male;47;no;2;yes;30575;299;not-interested
3521;male;39;no;2;yes;30832;208;interested
3522;female;21;no;1;yes;32338;279;not-interested
3523;male;27;yes;1;no;30685;281;not-interested
3524;female;22;no;1;yes;26072;113;not-interested
3525;female;24;yes;1;no;38511;252;not-interested
3526;male;51;yes;2;yes;52634;18;not-interested
3527;male;27;no;2;yes;2630;228;not-interested
3528;male;42;no;2;yes;33721;84;interested
3529;female;50;no;3;yes;48840;27;not-interested
3530;male;26;no;1;yes;35900;111;not-interested
3531;male;20;no;1;yes;35038;83;not-interested
3532;male;67;no;3;yes;58791;212;not-interested
3533;female;29;yes;1;no;50903;273;not-interested
3534;female;23;yes;1;no;34596;152;not-interested
3535;male;48;yes;2;no;2630;117;not-interested
3536;female;49;no;2;yes;54523;23;not-interested
3537;female;25;yes;1;no;24838;274;not-interested
3538;male;68;no;3;yes;46086;211;not-interested
3539;female;48;no;2;no;37825;25;not-interested
3540;female;23;yes;1;no;23846;196;not-interested
3541;female;27;yes;1;yes;2630;138;not-interested
3542;male;49;yes;2;no;36849;297;not-interested
3543;male;59;no;2;yes;2630;72;not-interested
3544;male;25;yes;1;no;22704;280;not-interested
3545;male;44;no;2;yes;42213;299;not-interested
3546;male;24;yes;1;no;26375;12;not-interested
3547;male;51;yes;2;no;36491;234;not-interested
3548;male;29;no;2;yes;32337;12;interested
3549;female;46;no;2;yes;51743;56;interested
3550;female;23;yes;1;no;37043;82;not-interested
3551;male;26;yes;1;no;35152;102;not-interested
3552;male;44;no;2;yes;26164;266;not-interested
3553;female;23;yes;1;no;28598;87;not-interested
3554;male;26;yes;1;no;22424;17;not-interested
3555;male;28;no;1;yes;46344;96;interested
3556;male;21;no;1;yes;41518;65;interested
3557;male;69;no;2;yes;2630;33;not-interested
3558;female;65;yes;2;no;2630;253;not-interested
3559;female;24;yes;1;no;33726;199;not-interested
3560;female;24;no;2;no;2630;55;not-interested
3561;female;27;no;1;yes;45564;204;not-interested
3562;female;28;yes;1;no;35034;278;not-interested
3563;female;48;no;2;yes;26150;18;interested
3564;female;23;yes;1;no;28400;98;not-interested
3565;male;25;no;1;yes;61644;234;not-interested
3566;male;39;no;2;yes;41341;160;not-interested
3567;male;56;no;2;yes;69009;52;interested
3568;male;38;yes;2;no;30933;237;not-interested
3569;male;43;no;2;yes;49680;90;not-interested
3570;female;39;yes;2;no;48073;110;not-interested
3571;male;57;no;2;yes;26508;240;interested
3572;male;70;no;2;yes;54164;143;not-interested
3573;male;64;no;3;yes;35304;107;not-interested
3574;male;47;no;2;yes;66266;107;interested
3575;female;48;no;2;no;2630;89;not-interested
3576;male;53;no;2;yes;48010;69;not-interested
3577;male;80;no;2;yes;57549;164;not-interested
3578;female;24;yes;1;no;36487;118;not-interested
3579;female;56;no;3;yes;37746;107;not-interested
3580;female;46;no;2;yes;40721;261;interested
3581;female;25;yes;1;no;31564;259;not-interested
3582;male;31;no;2;yes;33042;208;not-interested
3583;female;54;yes;2;no;26697;110;not-interested
3584;female;48;no;3;yes;2630;186;interested
3585;male;67;no;2;no;40187;130;not-interested
3586;male;46;no;2;yes;34074;77;not-interested
3587;male;52;no;2;yes;39250;232;not-interested
3588;female;25;no;1;no;26877;244;not-interested
3589;female;23;yes;1;no;37091;130;not-interested
3590;male;60;no;2;yes;49145;157;not-interested
3591;female;51;no;2;no;36626;51;not-interested
3592;male;24;yes;1;no;54639;188;not-interested
3593;female;26;no;1;yes;2630;184;not-interested
3594;female;34;yes;2;no;2630;197;not-interested
3595;male;22;yes;1;no;23219;33;not-interested
3596;female;22;yes;1;no;43096;87;not-interested
3597;female;21;yes;1;no;21010;284;not-interested
3598;female;49;no;2;yes;44877;217;not-interested
3599;male;73;no;2;yes;35842;104;not-interested
3600;female;61;no;3;yes;2630;184;not-interested
3601;female;29;yes;1;no;40559;284;not-interested
3602;male;42;yes;2;no;22625;123;not-interested
3603;male;53;no;2;yes;42400;270;not-interested
3604;female;56;no;2;yes;35171;139;not-interested
3605;male;65;no;2;yes;41989;276;not-interested
3606;male;44;no;2;yes;29735;164;interested
3607;male;75;yes;2;no;31824;139;not-interested
3608;female;49;yes;2;no;40855;233;not-interested
3609;male;56;yes;2;no;30853;225;not-interested
3610;male;39;yes;2;no;42721;125;not-interested
3611;male;79;no;3;yes;56966;232;interested
3612;male;33;yes;1;no;49181;223;not-interested
3613;female;24;yes;1;no;22028;144;not-interested
3614;male;61;no;2;yes;101064;153;interested
3615;male;39;yes;2;no;49274;235;not-interested
3616;male;60;no;2;no;55324;187;not-interested
3617;male;21;no;1;yes;29142;85;not-interested
3618;female;23;yes;1;no;30680;175;not-interested
3619;male;22;yes;1;no;61651;202;not-interested
3620;male;68;no;2;yes;39006;292;not-interested
3621;female;29;yes;1;no;36663;197;not-interested
3622;female;35;yes;2;no;42907;168;not-interested
3623;female;23;yes;1;no;2630;216;not-interested
3624;male;22;no;1;yes;39226;19;not-interested
3625;male;29;yes;1;no;35395;173;not-interested
3626;male;58;no;2;yes;50140;66;not-interested
3627;female;35;no;2;yes;58477;133;not-interested
3628;male;23;yes;1;no;25569;43;not-interested
3629;female;52;no;2;no;38418;70;not-interested
3630;female;27;yes;1;no;35803;24;not-interested
3631;female;26;yes;1;no;25240;20;not-interested
3632;male;43;no;2;yes;46349;193;interested
3633;male;51;no;2;yes;34134;188;interested
3634;male;25;yes;1;no;38612;273;not-interested
3635;male;48;no;2;yes;44664;29;not-interested
3636;female;20;no;1;no;30391;269;not-interested
3637;female;59;no;2;yes;29563;222;not-interested
3638;male;79;yes;2;yes;44874;284;not-interested
3639;female;33;yes;1;no;26827;39;not-interested
3640;female;59;no;2;yes;27878;111;not-interested
3641;male;30;no;1;yes;2630;221;not-interested
3642;female;22;yes;1;no;47024;285;not-interested
3643;female;21;yes;1;no;37180;13;not-interested
3644;female;20;yes;1;no;31030;183;not-interested
3645;male;24;yes;1;no;26123;283;not-interested
3646;male;29;yes;1;no;2630;14;not-interested
3647;female;26;yes;1;no;29879;88;not-interested
3648;male;34;yes;2;no;31186;187;not-interested
3649;male;37;no;2;yes;32201;39;not-interested
3650;female;23;yes;1;no;49108;96;not-interested
3651;male;28;no;1;yes;34904;57;not-interested
3652;male;63;no;3;yes;59269;292;not-interested
3653;female;44;no;2;yes;2630;212;not-interested
3654;male;49;no;2;yes;33381;163;not-interested
3655;male;23;no;1;yes;46833;128;not-interested
3656;female;42;no;2;yes;2630;196;not-interested
3657;female;53;no;2;yes;53084;46;interested
3658;female;40;yes;2;no;31315;155;not-interested
3659;male;64;yes;2;no;35054;291;not-interested
3660;female;76;no;2;yes;50732;244;not-interested
3661;male;22;yes;1;no;26122;123;not-interested
3662;male;27;yes;1;no;33665;168;not-interested
3663;female;21;yes;1;no;2630;287;not-interested
3664;male;25;yes;1;no;2630;33;not-interested
3665;female;39;yes;2;no;33915;30;not-interested
3666;male;42;no;2;yes;33047;257;not-interested
3667;female;22;no;2;no;33080;164;not-interested
3668;male;24;yes;1;no;19031;88;not-interested
3669;male;42;no;2;yes;49132;57;not-interested
3670;male;24;yes;1;no;36470;156;not-interested
3671;male;23;yes;1;yes;30089;117;not-interested
3672;male;58;no;2;yes;44171;287;not-interested
3673;male;21;no;1;no;20527;97;not-interested
3674;male;62;yes;2;no;57290;240;not-interested
3675;male;31;no;1;yes;29792;143;interested
3676;male;64;yes;2;no;42493;156;not-interested
3677;male;38;no;2;yes;81859;26;interested
3678;female;37;no;2;no;44727;120;not-interested
3679;female;21;yes;1;no;34554;267;not-interested
3680;male;39;no;2;yes;2630;112;interested
3681;female;38;no;2;yes;57335;236;not-interested
3682;male;26;yes;1;no;32263;206;not-interested
3683;female;22;no;1;yes;37245;88;not-interested
3684;female;76;no;2;yes;2630;84;not-interested
3685;male;41;no;2;no;2630;13;not-interested
3686;female;42;no;2;no;2630;12;not-interested
3687;male;23;yes;1;no;37199;72;not-interested
3688;female;25;yes;2;no;33882;12;not-interested
3689;male;25;yes;1;no;26524;198;not-interested
3690;male;68;yes;2;no;24878;288;not-interested
3691;male;62;yes;2;no;23599;82;not-interested
3692;male;24;yes;1;no;34973;90;not-interested
3693;female;29;yes;1;no;27498;41;not-interested
3694;male;37;no;2;yes;38399;166;not-interested
3695;male;23;no;1;yes;31042;165;not-interested
3696;female;31;no;2;yes;2630;128;interested
3697;male;46;no;3;yes;31532;194;interested
3698;male;49;no;2;yes;25199;161;not-interested
3699;male;59;yes;2;no;43611;215;not-interested
3700;male;34;yes;2;no;30675;280;not-interested
3701;male;26;yes;1;no;39126;88;not-interested
3702;female;46;yes;2;no;2630;143;not-interested
3703;female;27;no;1;no;29891;111;not-interested
3704;female;40;no;2;yes;28887;22;not-interested
3705;male;21;no;2;yes;2630;124;not-interested
3706;male;41;no;2;yes;29451;30;not-interested
3707;male;30;no;1;yes;38975;31;not-interested
3708;male;25;yes;2;no;45276;190;not-interested
3709;male;56;no;2;yes;45630;208;not-interested
3710;female;24;no;1;yes;41906;21;not-interested
3711;male;34;yes;2;no;27638;146;not-interested
3712;female;26;yes;2;no;36691;107;not-interested
3713;male;24;yes;1;no;86283;177;not-interested
3714;female;30;no;1;no;72989;118;not-interested
3715;male;29;yes;1;no;32164;117;not-interested
3716;male;70;no;2;yes;50502;125;not-interested
3717;male;48;no;3;yes;29843;45;not-interested
3718;male;29;yes;1;no;56509;123;not-interested
3719;female;37;no;2;yes;40477;83;interested
3720;female;23;no;1;yes;28363;170;not-interested
3721;female;24;no;1;yes;35360;276;not-interested
3722;female;33;no;1;yes;33624;293;not-interested
3723;female;38;yes;2;no;33272;297;not-interested
3724;female;46;no;2;yes;23948;285;not-interested
3725;male;47;no;2;yes;28121;147;not-interested
3726;female;72;no;2;yes;43976;140;not-interested
3727;female;21;yes;1;no;60041;219;not-interested
3728;male;42;no;2;yes;49844;223;interested
3729;female;24;yes;1;no;25232;126;not-interested
3730;female;30;yes;1;no;36013;260;not-interested
3731;female;58;no;2;yes;2630;77;not-interested
3732;female;22;no;1;yes;26437;179;not-interested
3733;male;50;no;2;yes;32956;184;not-interested
3734;male;60;yes;2;no;55371;73;not-interested
3735;male;33;no;2;yes;27966;48;interested
3736;male;37;no;2;yes;38663;176;interested
3737;male;24;no;1;yes;43639;135;not-interested
3738;male;28;no;1;no;23336;258;not-interested
3739;male;50;yes;2;yes;46496;214;not-interested
3740;female;27;no;1;yes;2630;196;not-interested
3741;male;32;no;2;yes;36859;260;not-interested
3742;female;22;yes;1;no;32992;273;not-interested
3743;female;26;no;2;yes;41055;119;interested
3744;male;47;no;2;yes;2630;173;interested
3745;female;22;no;1;no;27120;70;not-interested
3746;female;45;yes;2;no;37023;27;not-interested
3747;female;22;yes;1;no;40622;133;not-interested
3748;male;20;yes;1;no;41712;72;not-interested
3749;female;53;yes;2;no;29787;206;not-interested
3750;female;30;yes;1;no;27336;22;not-interested
3751;female;26;no;1;yes;26607;32;not-interested
3752;female;33;no;2;yes;2630;212;not-interested
3753;female;44;yes;2;no;20870;42;not-interested
3754;male;62;yes;2;no;46164;155;not-interested
3755;male;20;no;1;yes;23835;215;not-interested
3756;female;55;no;2;yes;37816;35;not-interested
3757;male;47;yes;2;no;43776;190;not-interested
3758;female;24;yes;1;yes;2630;271;not-interested
3759;male;51;no;2;yes;48662;53;interested
3760;female;44;yes;2;yes;43109;138;not-interested
3761;female;24;yes;1;no;21770;190;not-interested
3762;female;29;no;1;no;24655;294;not-interested
3763;male;58;yes;2;no;28907;86;not-interested
3764;female;76;no;2;yes;2630;22;not-interested
3765;female;37;yes;2;no;31464;67;not-interested
3766;female;24;no;1;no;32184;75;not-interested
3767;male;51;no;2;yes;50574;118;not-interested
3768;female;22;yes;1;no;31521;297;not-interested
3769;female;22;yes;1;no;24212;118;not-interested
3770;male;42;no;3;yes;49325;10;interested
3771;male;32;yes;1;no;2630;167;not-interested
