Tom has two girlfriends.	Tom tiene dos novias.
The Panama Canal connects the Atlantic with the Pacific.	El Canal de Panama conecta el Atlantico con el Pacifico.
I bought it for you.	Lo compre para ti.
Making cheese is an art.	La produccion de quesos es un arte.
Tom should have married Mary.	Tom deberia haberse casado con Mary.
What do you want?	¿Que quieren?
She asked me for an unreasonable sum of money.	Ella me pidio una inaceptable suma de dinero.
Tom, Mary and John were playing tag on the playground.	Tom, Mary y John estaban jugando al corre que te pillo en el parque.
We want everybody to have a good Christmas.	Queremos que todo el mundo tenga una feliz Navidad.
I don't know if I should tell him.	No se si deberia decirselo.
Have another cup.	Sirvanse otra copa.
Do you want to wait?	¿Queres esperar?
That's good.	Eso esta bien.
He went home while it was still light.	El volvio a casa habiendo luz todavia.
Tom has found Mary.	Tom ha encontrado a Mary.
I want more information.	Quiero mas informacion.
I bought an umbrella.	Compre un paraguas.
I visited my friend Tom yesterday.	Ayer visite a mi amigo Tom.
Tom has helped me a lot.	Tom me ayudo mucho.
We all have missed you.	Todos te hemos echado de menos.
I don't think she'll be happy living with her mother-in-law.	No creo que sea muy feliz viviendo con su suegra.
He was framed on a murder charge.	Fue acusado falsamente de asesinato.
I give my pledge that I will quit smoking.	Te doy mi palabra de que dejare de fumar.
I have been busy.	He estado ocupado.
No one loves war.	A nadie le gusta la guerra.
Tom is wearing the sunglasses he bought yesterday.	Tom lleva puestas las gafas de sol que se compro ayer.
He tried to solve the problem.	Intento resolver el problema.
Tom collected stamps.	Tom coleccionaba sellos.
You drive too fast.	Manejas demasiado rapido.
Which one will you choose?	¿Cual escogeras?
They went ahead of all the others.	Adelantaron a todos los demas.
What are you crunching on?	¿Que estas mascando?
The 7th day of the week is Saturday.	El septimo dia de la semana es el sabado.
I'm looking for a place to sleep.	Busco un sitio para dormir.
Buying a house has stopped being a good investment.	Comprar un piso ha dejado de ser una buena inversion.
They're talking.	Estan charlando.
I'll be OK.	Estare bien.
He went into the bank in the disguise of a guard.	El entro en el banco disfrazado de guardia.
I wish my girlfriend would spend more time with me.	Ojala mi novia pasara mas tiempo conmigo.
I beat you fair and square.	Te venci sin artimanas.
I knew something wasn't right.	Sabia que algo no iba bien.
Tom fell off of his motorcycle.	Tom se cayo de su moto.
I'm so excited.	Estoy tan emocionado.
No one knows what's really going on.	Nadie sabe que esta pasando en verdad.
There are many red flowers in the garden.	Hay muchas flores rojas en el jardin.
She trusts him.	Ella confia en el.
That's how we want it written.	Asi es como deseamos que se escriba.
He told me he would go to Venice.	El me dijo que iria a Venecia.
A dog that barks all the time doesn't make a good watch dog.	Un perro que esta siempre ladrando no es un buen perro guardian.
Women are beautiful.	Las mujeres son bellas.
The doctor might have said that.	Puede que el doctor haya dicho eso.
Tom didn't kill Mary.	Tom no mato a Mary.
You talk too much.	Hablais demasiado.
This clock is electric.	Este reloj es electrico.
No one I know likes Tom anymore.	Ya a nadie que conozca le agrada Tom.
Stop being so naive.	Deja de ser tan ingenuo.
He turned Christian.	Se convirtio al cristianismo.
Speaking English is very difficult for me.	Hablar ingles es muy dificil para mi.
We had to wait until she found a chair and sat down.	Tuvimos que esperar hasta que ella encontro una silla y se sento.
Let's get the party going.	Sigamos con la fiesta.
His death was partly my fault.	Su muerte fue en parte mi culpa.
The driver ignored the stoplight.	El conductor ignoro el semaforo.
Draw a small circle.	Traza un pequeno circulo.
Lower your voice.	Baja la voz.
Please stop singing that song.	Deja de cantar esa cancion, por favor.
She encouraged him to write a novel.	Ella le animo a escribir una novela.
Just look at me.	Mirame.
If you push the button, the door will open.	Si oprimes el boton, la puerta se abrira.
Are you an idiot or what?	¿Eres idiota o que?
The problem is hers.	El problema es suyo.
Tom asked Mary to behave herself.	Tom pidio a Mary que se comportase.
I've had a horrible day.	He tenido un dia horrible.
Come up here.	Ven aqui arriba.
Could you tell me which way I should go?	¿Podria decirme que camino debo seguir?
What do you want then?	¿Que quieres entonces?
I'm 18 years old.	Tengo dieciocho anos.
I'll give it back.	Lo devolvere.
As of tomorrow, this e-mail address will be invalid.	A partir de manana, esta direccion de correo electronico sera invalida.
My father often goes fishing in the river nearby.	Mi papa va a menudo a pescar al rio cercano.
Tom heard that Mary was very rich.	Tom oyo que Mary era muy rica.
You're not doing your share.	No estas haciendo tu parte.
I don't drink beer anymore.	He dejado de beber cerveza.
He is writing a book.	Esta escribiendo un libro.
He could ski well when he was young.	El esquiaba bien cuando era joven.
Air is invisible.	El aire es invisible.
You and Tom used to go fishing together, didn't you?	Tom y vos solian ir a pescar juntos, ¿no?
Do you believe him?	¿Le crees?
Tom never could hide a secret from Mary.	Tom nunca pudo ocultar un secreto a Mary.
If you didn't have him to exchange letters with, you would be lonely.	Si no te escribieses con el, estarias solo.
Hold still.	Mantente quieto.
Give me a little more time.	Dame un poco mas de tiempo.
Leave the room as it is.	Deja el cuarto como esta.
I want to get married.	Me quiero casar.
Is there no alternative to your method?	¿No hay ninguna alternativa al metodo tuyo?
We must obey the rules.	Debemos acatar las normas.
I have never been to Kyushu.	Nunca he estado en Kyushu.
I want Tom fired.	Quiero que despidan a Tom.
He stayed in bed because he wasn't feeling well.	Se quedo en la cama porque no se sentia bien.
Have you ever been to the United States?	¿Ha estado alguna vez en Estados Unidos?
I know all that.	Yo se todo eso.
The bridge is under construction.	El puente esta en construccion.
We're finally free.	Al fin estamos libres.
Do you study English?	¿Estudias ingles?
Why do you want stamps?	¿Por que quieres sellos?
He works on the farm from sunrise to sunset.	El trabaja en la granja desde la manana a la noche.
Tom needed Mary.	Tom necesitaba a Mary.
Don't risk your life for me.	No arriesgues tu vida por mi.
I think he ate about 10 oysters.	Creo que el se comio unas 10 ostras.
Tom's shoes are too big for him.	Los zapatos de Tom le estan demasiado grandes.
Attack is the best form of defense.	La mejor defensa es un buen ataque.
He severely criticized the mayor.	El critico severamente al edil.
How did you learn how to play the violin?	¿Como aprendiste a tocar el violin?
It is traditional to wear black to a funeral.	Es la tradicion vestirse de negro para un funeral.
I looked after the rabbits when I was at school.	Me ocupaba de los conejos cuando estaba en el colegio.
You're either with us or against us.	O estas con nosotros o contra nosotros.
He asked me to read 5 poems.	Me pidio que leyera 5 poemas.
We're newlyweds.	Estamos recien casados.
He goes to the office by car.	El va a la oficina en auto.
He feels very happy.	El se siente muy feliz.
Tom is anorexic.	Tom es anorexico.
Tom ate all the food I had stashed.	Tom comio toda la comida que yo habia guardado.
Sega used to make video game consoles a long time ago.	Sega solia fabricar consolas de videojuego hace mucho tiempo.
If you abuse your computer, it won't work well.	Si maltratas a tu ordenador, no funcionara bien.
They are all college students.	Todos ellos son universitarios.
Mary's not pretty, but she isn't ugly, either.	Mary no es linda, pero no es fea tampoco.
Are you at home?	¿Estais en casa?
Is it made of wood or metal?	¿Esto esta hecho de madera o de metal?
I need a pair of new shoes.	Necesito un par de zapatos nuevos.
Where do you usually buy clothes?	¿Donde sueles comprar la ropa?
That's what happened the last time.	Eso es lo que sucedio la ultima vez.
My work keeps me busy.	Mi trabajo me mantiene ocupada.
Tom came back to Boston last year.	Tom volvio a Boston el ano pasado.
They're typical youngsters.	Tipicos adolescentes.
Is it true that you brought your dog to the office?	¿Es cierto que trajiste a tu perro a la oficina?
This is nice.	Esto esta bien.
Only God knows.	Solo Dios sabe.
I want to learn to sound more like a native speaker.	Quiero aprender a sonar mas como un nativo.
Cut it out!	¡Ya parale!
Can I have one of these?	¿Puedo tener uno de estos?
This school was founded in 1650.	Este colegio fue fundado en 1650.
I don't think I've made enough spaghetti for everyone.	No creo que haya hecho suficiente espagueti para todos.
Can you program in C?	¿Sabes programar en C?
There's an orange on the table.	Hay una naranja sobre la mesa.
The boy splashed about in the tub.	El chico chapoteaba en la banera.
Tom is particular about what he wears.	Tom es muy particular con respecto a la ropa que lleva.
Someone wants to play games.	Alguien quiere jugar juegos.
The patient is out of danger now.	El paciente esta ahora fuera de peligro.
He snored all night and his wife couldn't sleep.	Ronco durante toda la noche y su esposa no pudo dormir.
I'm not a very good singer.	No soy muy buen cantante.
Can you recommend a good dictionary?	¿Puedes recomendarme un buen diccionario?
It looks like a duck.	Se parece a un pato.
Open the door and let in the dog.	Abra la puerta y deje entrar al perro.
The police wanted to avoid bloodshed.	La policia trato de evitar el derramamiento de sangre.
You are a teacher.	Tu eres un profesor.
I don’t believe that black cats cause bad luck.	No creo que los gatos negros den mala suerte.
I wish I had as much money as you.	Desearia tener tanto dinero como tu.
This and that are two different stories.	Esta y esa son dos historias diferentes.
These apples taste good.	Estas manzanas saben bien.
I thought you had an agreement with Tom.	Creia que tenias un acuerdo con Tom.
I wonder if this is love.	No se si es amor.
Tom is thrilled.	Tom esta emocionado.
Your office is nicer than mine.	Tu oficina es mas bonita que la mia.
Tom has lots of things to tell Mary.	Tom tiene muchas cosas que decirle a Mary.
Who goes there?	¿Quien va alli?
Who killed Tom?	¿Quien mato a Tom?
The dog is theirs.	El perro es suyo.
Those trains run every three minutes.	Esos trenes parten cada tres minutos.
He who fights may lose, but he who doesn't has already lost.	El que lucha puede perder, el que no lucha ya perdio.
We have very little time, so listen carefully.	¡Tenemos muy poco tiempo, asi que escuchame bien!
I want to hear you play the piano.	Quiero oirte tocar piano.
They're unreliable.	Ellos son de poca confianza.
There's no danger.	No hay peligro.
She killed herself at the age of thirty.	Se suicido a los treinta anos.
Illness kept me from attending the meeting.	La enfermedad no me permitio asistir a la reunion.
It was a victory for the whole country when he finished first in the race.	Cuando el termino la carrera en primer lugar, fue una victoria para el pais entero.
Find Tom.	Encuentrelo a Tomas.
Do you like to study?	¿Te gusta estudiar?
I don't know who my mother is.	No se quien es mi madre.
He explained why the experiment failed.	El explico por que el experimento fracaso.
I didn't want to know.	No queria saber.
Croatia is located in the southeastern part of Europe.	Croacia es un pais situado en el sudeste de Europa.
Fill it up, please.	Llenalo, por favor.
I think you're perfect.	Yo creo que eres perfecto.
When I opened the curtains, it was snowing.	Cuando abri las cortinas, estaba nevando.
Tom is polite and sensitive.	Tom es educado y sensible.
He eats lunch at a cafeteria.	El come su almuerzo en una cafeteria.
You just missed it.	Acabas de fallar.
She talked him into buying a new house.	Ella lo convencio de comprar una casa nueva.
