Tom has two girlfriends.	Tom tiene dos novias.
I'm not in a position to answer.	No estoy en una posicion para contestar.
Tom is not serious about his studies.	Tom no es serio con sus estudios.
I'm all ears.	Soy todo oidos.
They botched that autopsy.	Ellos malograron esa autopsia.
Yesterday I heard a beautiful song.	Ayer oi una bella cancion.
I haven't played the ukulele in years.	Hace anos que no toco el ukelele.
I saw him in the park.	Lo vi en el parque.
You've done a perfect job.	Has hecho un trabajo perfecto.
America loves you.	America te ama.
In such a case, notify his family.	En tal caso avise a su familia.
Tom is ironing his shirt.	Tom esta planchando su camisa.
I always try to obey the rules.	Siempre trato de cumplir las normas.
They made fun of me.	Ellos se rieron de mi.
Take care not to awake the sleeping baby.	Ten cuidado de no despertar a la bebe.
What do they do with all their leisure time?	¿Que hacen ellos con todo su tiempo libre?
Do whatever you like.	Hace lo que quieras.
That is a useful piece of information.	Esa es una informacion util.
My father has a ranch and breeds cattle and horses.	Mi padre tiene un rancho y cria ganado y caballos.
The scandal ruined his career.	El escandalo arruino su carrera.
What ails you?	¿Que te aflige?
We are expecting a baby.	Estamos esperando un bebe.
I got on a bicycle and chased after the thief.	Me subi a una bicicleta y fui tras el ladron.
Do I have to answer in English?	¿Tengo que responder en ingles?
Tom is skinny.	Tom esta delgaducho.
I hope everyone agrees.	Espero que todos esten conformes.
We didn't want to upset Tom.	No queriamos hacer enfadar a Tom.
Tom might be right.	Tom podria tener razon.
The boy said a wolf would come.	El chico dijo que vendria un lobo.
My heart was filled with happiness.	Mi corazon se lleno de felicidad.
There are more clouds today than there were yesterday.	Hoy hay mas nubes que ayer.
How long do we have to stay here?	¿Cuanto tiempo tenemos que quedarnos aqui?
There are more stars in the sky than I can count.	Hay mas estrellas en el cielo de las que puedo contar.
This flower is a kind of rose.	Esta flor es un tipo de rosa.
Tom couldn't do what he wanted to.	Tom no pudo hacer lo que queria.
I know I did a horrible thing.	Se que hice algo horrible.
I think your work is very good.	Pienso que tu trabajo es muy bueno.
I kept as quiet as possible.	Me quede lo mas quieto posible que pude sin hacer ruido.
I wish I were rich.	Ojala fuera rico.
He is a boy with many dreams.	Es un chico con muchos suenos.
Some children are swimming in the sea.	Algunos ninos estan nadando en el mar.
I hugged her tightly.	La abrace firmemente.
Do you get the idea?	¿Entiendes la idea?
Her father is Japanese.	Su padre es japones.
I can't see you.	No puedo veros.
I've been sick for a very long time.	He estado mucho tiempo enfermo.
How does that sound?	¿Como suena eso?
Don't give up hope.	No pierdas la esperanza.
I thought Tom would want to know.	Pense que Tom querria saber.
This copy is full of mistakes.	Esta copia esta llena de errores.
He writes to me once a week.	El me escribe una vez a la semana.
Please be gentle.	Por favor, se suave.
This is one of the fish that Tom caught.	Este es uno de los peces que atrapo Tom.
I'm a different person now.	Soy una persona diferente ahora.
Tom almost laughed.	Tom casi se rio.
The cat drinks milk.	El gato bebe leche.
She talked him into going to the concert.	Ella lo convencio a ir al concierto.
I'll come if necessary.	Vendre si es necesario.
Your answer is right.	Su respuesta es correcta.
We sent you an email with an activation link.	Te enviamos un correo electronico con un enlace de activacion.
The flowers in the vase were wilted.	Las flores del jarron se han marchitado.
I've already told Tom.	Ya se lo he dicho a Tom.
There's something we need to talk about.	Hay algo de lo que tenemos hablar.
What is your name?	¿Como te llamas?
We can't lose.	No podemos perder.
What did he do after that?	¿Que hizo despues?
No way!	De ninguna manera.
I am tired and I want to go to bed.	Estoy cansado, quiero irme a la cama.
We lost our electricity because of the storm.	Se corto la luz gracias a la tormenta.
Death is often compared to sleep.	La muerte se compara a menudo con el sueno.
What do you intend to do?	¿Que vas a hacer?
I don't know how to interpret his words.	No se como interpretar sus palabras.
The matter we're discussing is interesting.	La materia que discutimos es interesante.
We all need to live life to the fullest.	Todos tenemos que vivir la vida al maximo.
If you teach me your language, I'll teach you mine.	Si vos me ensenas tu idioma, yo te enseno el mio.
I know what I feel.	Se lo que siento.
Tom got stabbed in the arm.	Apunalaron a Tom en el brazo.
I'm thinking of going abroad next year.	Estoy pensando en ir al extranjero el proximo ano.
You have only to touch the button.	Basta con tocar el boton.
Can he play the guitar?	¿Puede el tocar la guitarra?
I broke my back.	Me quebre la espalda.
Do you know what Tom's secret is?	¿Sabes cual es el secreto de Tom?
Tom spent the night in an old hunting shack.	Tom paso la noche en una vieja chabola de caza.
I love to take pictures.	Me encanta tomar fotos.
Tom pretended not to know where to go.	Tom fingio no saber a donde ir.
He was completely worn out.	Estaba totalmente agotado.
Did you happen to see Tom?	¿Por casualidad has visto a Tom?
I have something for Tom.	Tengo algo para Tom.
In all of my travels, I have never seen a more beautiful mountain than Mount Everest.	En todos mis viajes, nunca he visto una montana mas hermosa que el monte Everest.
He knows how to break the law without being caught.	El sabe como quebrar la ley sin ser atrapado.
Tom waited a long time for Mary, but she never showed up.	Tom espero un largo tiempo a Mary, pero nunca aparecio.
How did your test go?	¿Como te salio el examen?
I have a lot of questions.	Tengo muchas preguntas.
The hunter shot at a deer.	El cazador le disparo a un ciervo.
Every neighborhood is different.	Cada vecindario es diferente.
I thought Tom would talk about that.	Pense que Tom hablaria al respecto.
Tom heated up some leftovers for dinner.	Tom calento algunas sobras para cenar.
Please help me pick out a sweater which matches my new dress.	Ayudame a elegir un sueter que combine con mi nuevo vestido, por favor.
Within days, Japan captured the American island of Guam.	Dentro de unos dias, Japon capturo la isla estadounidense de Guam.
I usually toss my loose change into my desk drawer.	Normalmente echo la calderilla en el cajon de mi escritorio.
He can't have said such a stupid thing.	No puede haber dicho tal estupidez.
There was only a little milk left in the bottle.	Solo quedaba un poco de leche en la botella.
Aren't we happy together?	¿No son felices juntos?
What was I supposed to do?	¿Que deberia haber hecho?
I heard an unusual sound.	Oi un ruido extrano.
I'm leaving on Sunday.	Me voy el domingo.
They fled in all directions.	Huyeron en todas direcciones.
Space travel was thought to be impossible.	Se pensaba que los viajes espaciales eran imposibles.
No one's listening.	Nadie esta escuchando.
I bought a pen for your birthday present.	Compre un boligrafo como regalo para tu cumpleanos.
I lost sight of my friends.	Perdi de vista a mis amigos.
Have you known her since 1990?	¿La conoces desde 1990?
The visitor sat across from me.	El visitante se sento en frente de mi.
I'm proud of you.	Estoy orgulloso de vosotros.
Tom is an arrogant idiot.	Tom es un idiota arrogante.
No one could solve the problem.	Nadie pudo resolver el problema.
Did you enjoy yourself at the theater?	¿Te divertiste en el teatro?
Tom looks tense.	Tom parece tenso.
What are we waiting for?	¿Que estamos esperando?
What time did they leave?	¿A que hora se fueron?
It hangs on your decision.	Eso depende de tu decision.
Tom plays organ at our church.	Tom toca el organo en nuestra iglesia.
How do you like Boston?	¿Que te parece Boston?
When was the last time you were sick?	¿Cuando fue la ultima vez que estuviste enfermo?
Tom says he can't walk another step.	Tom dice que no puede dar un paso mas.
It's my umbrella.	Es mi paraguas.
Did you see that?	¿Viste eso?
Tom was alone on Friday night.	Tom estaba solo el viernes por la noche.
Your dress is very nice.	Tu vestido es muy bonito.
I'd rather not go out today.	Preferiria no salir hoy.
German cars are among the best.	Los vehiculos alemanes estan entre los mejores.
Could you send it by email?	¿Podrias enviarlo por correo electronico?
Did you have fun last night?	¿Te divertiste anoche?
Raise your left hand.	Levanta la mano izquierda.
We used to work together.	Soliamos trabajar juntos.
According to the radio, it'll rain tomorrow.	Segun la radio, manana llovera.
Jump as high as you can.	Salta lo mas alto que puedas.
My father drinks a cup of coffee every morning.	Mi padre toma un cafe todas las mananas.
It's been a long time since I've seen my family.	Hace mucho tiempo que no veo a mi familia.
Don't put me in the middle of this.	No me metas en esto.
They traveled together.	Ellos viajaron juntos.
The dress is too expensive. Can't you sweeten the deal a little?	El vestido es demasiado caro. ¿No puedes endulzar un poco el precio?
When were you in Australia?	¿Cuando estuviste en Australia?
You'd better do what I suggest.	Deberias hacer lo que sugiero.
The population of Shanghai is as large as that of Tokyo.	La poblacion de Shangai es tan grande como la de Tokio.
You're the only one who can protect them.	Sos el unico que puede protegerlos.
He noticed I was there.	El se dio cuenta de que yo estaba ahi.
They got the prize.	Ellos recibieron el premio.
Living in Japan is very expensive.	En Japon la vida es muy cara.
If you aren't there by 10:00, we'll leave without you.	Si no estas ahi a las 10:00, nos iremos sin ti.
He was not accustomed to sleeping alone.	El no estaba acostumbrado a dormir solo.
The robber was nabbed this morning.	Cogieron al ladron esta manana.
She dried her face on a towel.	Se seco la cara con una toalla.
You have what they want.	Tienes lo que ellos quieren.
It looks good.	Va bien.
There has been no rain here for the past two weeks.	En las ultimas dos semanas, no ha llovido nada aqui.
Tom wanted to get back home before the kids realized he had left.	Tom queria regresar a la casa antes de que los ninos se dieran cuenta de que se habia ido.
I live in this hotel.	Vivo en este hotel.
I'm bushed.	Estoy agotado.
I know what they're capable of.	Se de lo que ellas son capaces.
I'm going to do this myself.	Voy a hacer esto yo misma.
His father is Japanese.	Su papa es japones.
She cannot stop him.	No puede pararle.
We will accept your conditions.	Aceptaremos sus condiciones.
The soldiers march in camouflaged uniforms.	Los soldados marchan con uniformes de camuflaje.
You shouldn't put off getting married.	No deberias posponer casarte.
What will you be doing at this time tomorrow?	¿Tendras desocupada tu agenda manana a esta misma hora?
Did you read that thick book?	¿Leiste ese libro gordo?
He can't whistle.	El no sabe silbar.
What's my prize?	¿Cual es mi premio?
The haze enveloped London.	La neblina envolvia a Londres.
Is Tom staying at the Hilton Hotel?	¿Tom se queda en el hotel Hilton?
Let's keep this a secret, OK?	Mantengamoslo en secreto, ¿de acuerdo?
I agree to his plan.	Yo estoy de acuerdo con su plan.
The game lacked excitement.	Al juego le falto emocion.
Don't speak with your mouth full.	No hables con la boca llena.
Aren't you a little young?	¿No eres un poco joven?
They said that.	Ellos dijeron eso.
Do you run every day?	¿Corres todos los dias?
Tom can do it.	Tom puede hacerlo.
Are you American?	¿Eres estadounidense?
I don't see Tom's car.	No veo el coche de Tom.
I want Tom to wash the car.	Quiero que Tom lave el auto.
Tom and Mary are holding hands.	Tom y Mary van de la mano.
Tom just packed up and left.	Tom solo hizo las maletas y se marcho.
Tom opened the door to his office.	Tom abrio la puerta de su oficina.
