Tom has two girlfriends.	Tom tiene dos novias.
I have to go shopping. I'll be back in an hour.	Tengo que ir de compras, estare de vuelta en una hora.
I'm faithful to my wife.	Soy fiel a mi esposa.
That's between Tom and me.	Eso es entre Tom y yo.
It was like a dream.	Era como si estuviese sonando.
Without the sun, we couldn't live on the earth.	Sin el sol no podriamos vivir en la tierra.
Her salary is very high.	Su salario es muy alto.
She was asked to help him paint the house.	Le pidieron que le ayudara a el a pintar la casa.
Is there any evidence that supports his position?	¿Hay alguna evidencia que apoye esta postura?
I don't get along with that guy.	No me llevo bien con ese tipo.
When was the last time you angered your mother?	¿Cuando fue la ultima vez que hiciste enojar a tu madre?
I like going for a walk in the park.	Me gusta ir a caminar al parque.
I have so many things to tell you that I don't know where to start.	Tengo tantas cosas que decirte que no se por donde empezar.
Tom lost his eyesight.	Tom perdio la vista.
I don't think he killed those men.	No creo que el haya matado a esos hombres.
I doubt if he is a lawyer.	Dudo que sea un abogado.
I'm still thinking about it.	Todavia estoy pensandomelo.
Are you happy or not?	¿Es feliz o no?
You don't need to call me.	No necesitas llamarme.
Tom likes that.	A Tom le gusta eso.
Terrific!	¡Genial!
We bought a pound of tea.	Compramos una libra de te.
I bought a book.	Compre un libro.
Tom took his place at the table.	Tom ocupo su lugar en la mesa.
What is this for?	¿Para que es esto?
How much time do you spend every day helping your children with their homework?	¿Cuanto tiempo pasas al dia ayudando a tus hijos a hacer los deberes?
She looks young, but she's actually older than you are.	Ella parece joven, pero de hecho es mayor que tu.
She wants him.	Ella lo quiere.
I think she's an honest woman.	Pienso que ella es una mujer honesta.
Don't touch that button!	¡No toques ese boton!
Tom was sent on an errand to the store.	Mandaron a Tom a la tienda a hacer un recado.
A new year always brings hope.	El nuevo ano siempre trae esperanza.
She cannot persuade him to buy her a new car.	Ella no lo puede convencer para que le compre un coche nuevo.
We have to go on.	Tenemos que continuar.
Tom started flipping out.	Tom empezo a perder los papeles.
What do you do in your free time?	¿Que haces en tu tiempo libre?
His house is on the other side of the bridge.	Su casa esta al otro lado del puente.
Tom killed the cockroach with a broom.	Tom mato la cucaracha con una escoba.
I want to speak German.	Quiero hablar aleman.
Half the students were absent.	La mitad de los estudiantes estaban ausentes.
You'll make the same mistake if things continue in this way.	Vas a cometer el mismo error si las cosas continuan como van.
My grades have improved significantly.	Mis notas mejoraron significativamente.
Tom didn't come back until after 2:30.	Tom no volvio hasta despues de las 2:30.
You're much less likely to get a good position if you don't speak English.	Tienes menos probabilidades de conseguir una buena posicion si no hablas ingles.
I often go to Boston.	Voy frecuentemente a Boston.
If he had been a little more careful, he would have succeeded.	Si el hubiera tenido un poco mas de cuidado, lo habria conseguido.
Police immediately sealed off the streets around the hotel as they searched for the bomb.	La policia acordono las calles cercanas al hotel de forma inmediata mientras buscaban la bomba.
He lives apart from his parents.	El vive separado de sus padres.
We have to notify the police.	Hay que avisar a la policia.
She seems to have a tendency to exaggerate things.	Ella parece tender a exagerar las cosas.
This camera is Tom's.	Esta camara es de Tom.
Did Tom hit Mary?	¿Le pego Tom a Mary?
Do you think Tom saw Mary?	¿Pensas que Tomas vio a Maria?
The police think that Tom was stabbed before his throat was slit.	La policia piensa que a Tom lo apunalaron antes de que le cortaran la garganta.
I am sending you a birthday present by air mail.	Te estoy enviando un regalo de cumpleanos por correo aereo.
You can make a cake with flour, milk and an egg.	Podes hacer una torta con harina, leche y un huevo.
Tom and Mary both need new shoes.	Tanto Tom como Mary necesitan zapatos nuevos.
The police informed us of the accident.	La policia nos informo del accidente.
I knew that.	Lo sabia.
He broke his leg skiing.	El se rompio la pierna esquiando.
We love her, and she loves us, too.	La amamos, y ella tambien nos ama.
Married people are happier than unmarried people.	La gente casada es mas feliz que la gente soltera.
It fell short of my expectation.	Quedo por debajo de mis expectativas.
Let's begin with Lesson 3.	Comencemos desde la leccion 3.
Fire is very dangerous.	El fuego es muy peligroso.
It's just that I don't want to die today.	Es solo que no quiero morir hoy.
Stop that truck.	Deten ese camion.
It's not a difficult question.	No es una pregunta dificil.
I think we need Tom.	Creo que necesitamos a Tom.
I know who that is now.	Yo se quien es ahora.
I felt woozy.	Me senti atontado.
I don't mind being criticized when I am wrong.	No me importa que me critiquen cuando estoy equivocado.
Sometimes he drives to work.	A veces va en coche al trabajo.
I talked.	Hable.
A cat got out from under the car.	Un gato salio de abajo del auto.
Let's get together tomorrow.	Reunamonos manana.
What did you bring me?	¿Que me has traido?
Tom heard Mary play the piano.	Tom escucho a Mary tocar el piano.
America is very large.	America es muy grande.
I know it's not easy, but you've got to at least try.	Se que no es facil, pero al menos tienes que tratar.
You are the backing group.	Ustedes son el grupo de apoyo.
I just have one question.	Solo tengo una pregunta.
What's his most recent novel?	¿Cual es su novela mas reciente?
He carried a bag full of apples.	El cargaba una bolsa llena de manzanas.
Three months before Tom was to graduate from college, he died.	Tom murio tres meses antes de graduarse de la universidad.
Grandpa bought it for me!	¡Me lo ha comprado el abuelo!
Is that what he wants?	¿Esto es lo que quiere?
The will was declared void by the court.	El testamento fue declarado nulo por el tribunal.
Do you like French literature?	¿Te gusta la literatura francesa?
I have two dogs, three cats, and six chickens.	Tengo dos perros, tres gatos y seis pollos.
How tall you are!	¡Que alto eres!
The friends kissed each other on the cheek.	Las amigas se besaron la una a la otra en la mejilla.
What train you are going to take?	¿Que tren vais a coger?
You certainly play the piano well.	Si que tocas bien el piano.
I need help here.	Aqui necesito ayuda.
Tom landed his helicopter on the roof.	Tom aterrizo su helicoptero sobre el techo.
This is it.	Hemos llegado.
A virus infected Tom's computer.	Un virus infecto la computadora de Tomas.
Her days are numbered.	Sus dias estan contados.
I just need some time.	Solo necesito algo de tiempo.
Go on inside.	Ve adentro.
The birth rate and death rate were nearly equal.	La tasa de mortalidad y la tasa de natalidad eran casi identicas.
The door remained closed.	La puerta se quedo cerrada.
The Japanese pay more attention to the group or the organization than to the individual.	Los japoneses prestan mas atencion al grupo o la organizacion que a la persona.
Tom seldom puts sugar in his coffee.	Tom casi nunca le pone azucar al cafe.
When I got back, I found my car missing.	Cuando volvi, mi auto habia desaparecido.
He is a university student.	El es un estudiante universitario.
I like this color.	Me gusta este color.
We just have to do it.	Tan solo tenemos que hacerlo.
I will do it myself.	Lo hare yo mismo.
I was astonished.	Me quede asombrado.
The storm destroyed the whole town.	La tormenta destruyo toda la ciudad.
I received an email from Tom this morning.	Esta manana recibi un correo electronico de Tom.
Whose is this?	¿De quien es esto?
Where's the entrance?	¿Donde queda el ingreso?
The bathtub overflowed while she was talking on the phone.	La banera reboso mientras estaba al telefono.
I've forgotten his name.	He olvidado su nombre.
Tom lost their trust.	Tom perdio su confianza.
Tom is our guest.	Tom es nuestro invitado.
You're completely healthy.	Estas completamente saludable.
Football is an old game.	El futbol es un juego antiguo.
You are not supposed to smoke here.	Esta prohibido fumar aqui.
Tom is complaining to the manager.	Tom se esta quejando con el gerente.
Why is that good?	¿Por que eso es bueno?
He had the cheek to ask me to help him.	Tuvo la jeta de pedirme que lo ayudara.
He is good at dealing with children.	El es bueno para tratar con ninos.
In spring, the days become longer.	En primavera los dias se hacen mas largos.
Did you already brush your teeth?	¿Ya te limpiaste los dientes?
Is it cheaper to call after nine?	¿Es mas barato llamar despues de las nueve?
Hard work never hurt anyone.	El trabajo duro nunca ha herido a nadie.
He looked well.	El tenia buen aspecto.
There is an urgent need for money.	Hay una necesidad urgente de dinero.
Have the children eaten yet?	¿Los ninos ya han comido?
Tom was too surprised to react.	Tom estaba demasiado sorprendido para reaccionar.
This mule can't carry a heavier load.	Esta mula no puede ir mas cargada.
I know as little as you do.	Se tan poco como tu.
Look closer.	Mira desde mas cerca.
Congress passed the bill.	El congreso aprobo el proyecto de ley.
I never doubted you.	Jamas dude de ti.
I didn't grow up in Boston.	Yo no creci en Boston.
The top of that mountain is flat.	La cima de la montana es plana.
Tom asked Mary how many people had come to her party.	Tom le pregunto a Mary cuantas personas habian ido a su fiesta.
Tom doesn't seem to understand.	Tom parece no entender.
She plays the violin well.	Ella toca bien el violin.
Tom didn't have the courage to pull the trigger.	Tom no tuvo el valor de apretar el gatillo.
I think Tom is lucky.	Creo que Tom es afortunado.
Why didn't Tom tell Mary?	¿Por que no se lo dijo Tom a Mary?
It was a wise decision.	Fue una sabia decision.
I've heard that he won't be in this country for a long time.	Por lo que oi, el no estara por mucho tiempo en este pais.
I can't get rid of it.	No me puedo deshacer de el.
I thought Tom was joking.	Pense que Tom estaba bromeando.
You elect your representative by voting.	Tu eliges a tu representante votando.
I love ice cream.	Me gusta el helado.
One of the eagle's wings was broken.	Una de las alas del aguila estaba rota.
Tom is good at what he does.	Tom es bueno en lo que hace.
I want you to do what you have to do.	Quiero que hagas lo que tenes que hacer.
Who teaches you?	¿Quien te ensena?
She didn't answer.	No respondio.
He studies American history.	El estudia la historia de America.
The boy takes after his father.	El nino se parece a su padre.
Mary watches TV every night.	Mary ve la television todas las noches.
I'm going to be an uncle.	Voy a ser tio.
Do you know any French?	¿Sabes algo de frances?
You ought to be more careful.	Deberias tener mas cuidado.
Tom had to admit that Mary was right.	Tom tuvo que admitir que Mary tenia razon.
Your questions were too direct.	Tus preguntas fueron muy directas.
He was cheating.	Estaba haciendo trampa.
We're moving.	Nos estamos mudando.
I was hungry and thirsty.	Estaba hambriento y sediento.
A few students were left behind.	Algunos estudiantes se quedaron atras.
I have to go to work.	Debo ir a trabajar.
Tom advised Mary not to go there alone.	Tomas le recomendo a Maria que no vaya ahi sola.
They say love is blind.	Se dice que el amor es ciego.
Tom respected Mary.	Tom respeto a Mary.
The plane crash took 200 lives.	El accidente de avion se cobro la vida de 200 personas.
That dog is too dangerous to be left loose.	Ese perro es demasiado peligroso para dejarlo suelto.
It seems that no one knew the truth.	Parece que nadie sabia la verdad.
